year,geo_name,geo,income
2013,"Census Tract 310","14000US06075031000",104744.0
2013,"Census Tract 311","14000US06075031100",108049.0
2013,"Census Tract 312.01","14000US06075031201",71431.0
2013,"Census Tract 312.02","14000US06075031202",72378.0
2013,"Census Tract 313.01","14000US06075031301",72348.0
2013,"Census Tract 313.02","14000US06075031302",71071.0
2013,"Census Tract 314","14000US06075031400",54809.0
2013,"Census Tract 326.01","14000US06075032601",74625.0
2013,"Census Tract 326.02","14000US06075032602",57394.0
2013,"Census Tract 327","14000US06075032700",82102.0
2013,"Census Tract 328.01","14000US06075032801",71000.0
2013,"Census Tract 328.02","14000US06075032802",81409.0
2013,"Census Tract 329.01","14000US06075032901",74484.0
2013,"Census Tract 329.02","14000US06075032902",89893.0
2013,"Census Tract 330","14000US06075033000",93136.0
2013,"Census Tract 331","14000US06075033100",112313.0
2013,"Census Tract 332.01","14000US06075033201",26771.0
2013,"Census Tract 332.03","14000US06075033203",67647.0
2013,"Census Tract 332.04","14000US06075033204",48313.0
2013,"Census Tract 351","14000US06075035100",96611.0
2013,"Census Tract 352.01","14000US06075035201",66875.0
2013,"Census Tract 352.02","14000US06075035202",71912.0
2013,"Census Tract 353","14000US06075035300",72111.0
2013,"Census Tract 354","14000US06075035400",80313.0
2013,"Census Tract 401","14000US06075040100",64219.0
2013,"Census Tract 402","14000US06075040200",82845.0
2013,"Census Tract 426.01","14000US06075042601",56949.0
2013,"Census Tract 426.02","14000US06075042602",66779.0
2013,"Census Tract 427","14000US06075042700",56134.0
2013,"Census Tract 428","14000US06075042800",217344.0
2013,"Census Tract 451","14000US06075045100",74328.0
2013,"Census Tract 452","14000US06075045200",68373.0
2013,"Census Tract 476","14000US06075047600",77619.0
2013,"Census Tract 477.01","14000US06075047701",70909.0
2013,"Census Tract 477.02","14000US06075047702",85464.0
2013,"Census Tract 478.01","14000US06075047801",76572.0
2013,"Census Tract 478.02","14000US06075047802",79250.0
2013,"Census Tract 479.01","14000US06075047901",65181.0
2013,"Census Tract 479.02","14000US06075047902",76635.0
2013,"Census Tract 601","14000US06075060100",140000.0
2013,"Census Tract 604","14000US06075060400",52115.0
2013,"Census Tract 605.02","14000US06075060502",22380.0
2013,"Census Tract 607","14000US06075060700",108929.0
2013,"Census Tract 610","14000US06075061000",101925.0
2013,"Census Tract 611","14000US06075061100",13705.0
2013,"Census Tract 612","14000US06075061200",50924.0
2013,"Census Tract 614","14000US06075061400",106767.0
2013,"Census Tract 615","14000US06075061500",118143.0
2013,"Census Tract 9802","14000US06075980200",78625.0
2013,"Census Tract 9803","14000US06075980300",122596.0
2013,"Census Tract 9804.01","14000US06075980401",None
2013,"Census Tract 9805.01","14000US06075980501",13537.0
2013,"Census Tract 9806","14000US06075980600",77500.0
2013,"Census Tract 9809","14000US06075980900",158015.0
2013,"Census Tract 9901","14000US06075990100",None
2014,"Census Tract 101","14000US06075010100",75725.0
2014,"Census Tract 102","14000US06075010200",108976.0
2014,"Census Tract 103","14000US06075010300",89646.0
2014,"Census Tract 104","14000US06075010400",101463.0
2014,"Census Tract 105","14000US06075010500",111531.0
2014,"Census Tract 106","14000US06075010600",28750.0
2014,"Census Tract 107","14000US06075010700",23235.0
2014,"Census Tract 108","14000US06075010800",81513.0
2014,"Census Tract 109","14000US06075010900",109662.0
2014,"Census Tract 110","14000US06075011000",93932.0
2014,"Census Tract 111","14000US06075011100",63346.0
2014,"Census Tract 112","14000US06075011200",71172.0
2014,"Census Tract 113","14000US06075011300",25904.0
2014,"Census Tract 117","14000US06075011700",37455.0
2014,"Census Tract 118","14000US06075011800",20547.0
2014,"Census Tract 119.01","14000US06075011901",58641.0
2014,"Census Tract 119.02","14000US06075011902",58657.0
2014,"Census Tract 120","14000US06075012000",36134.0
2014,"Census Tract 121","14000US06075012100",47367.0
2014,"Census Tract 122.01","14000US06075012201",38045.0
2014,"Census Tract 122.02","14000US06075012202",29226.0
2014,"Census Tract 123.01","14000US06075012301",12371.0
2014,"Census Tract 123.02","14000US06075012302",29362.0
2014,"Census Tract 124.01","14000US06075012401",20152.0
2014,"Census Tract 124.02","14000US06075012402",32794.0
2014,"Census Tract 125.01","14000US06075012501",13164.0
2014,"Census Tract 125.02","14000US06075012502",12267.0
2014,"Census Tract 126.01","14000US06075012601",97629.0
2014,"Census Tract 126.02","14000US06075012602",131302.0
2014,"Census Tract 127","14000US06075012700",121354.0
2014,"Census Tract 128","14000US06075012800",125750.0
2014,"Census Tract 129.01","14000US06075012901",117778.0
2014,"Census Tract 129.02","14000US06075012902",108201.0
2014,"Census Tract 130","14000US06075013000",133537.0
2014,"Census Tract 131.01","14000US06075013101",123671.0
2014,"Census Tract 131.02","14000US06075013102",99722.0
2014,"Census Tract 132","14000US06075013200",139663.0
2014,"Census Tract 133","14000US06075013300",135900.0
2014,"Census Tract 134","14000US06075013400",119815.0
2014,"Census Tract 135","14000US06075013500",103618.0
2014,"Census Tract 151","14000US06075015100",81902.0
2014,"Census Tract 152","14000US06075015200",67036.0
2014,"Census Tract 153","14000US06075015300",88462.0
2014,"Census Tract 154","14000US06075015400",109449.0
2014,"Census Tract 155","14000US06075015500",51870.0
2014,"Census Tract 156","14000US06075015600",79815.0
2014,"Census Tract 157","14000US06075015700",83793.0
2014,"Census Tract 158.01","14000US06075015801",72568.0
2014,"Census Tract 158.02","14000US06075015802",86176.0
2014,"Census Tract 159","14000US06075015900",38231.0
2014,"Census Tract 160","14000US06075016000",59107.0
2014,"Census Tract 161","14000US06075016100",19571.0
2014,"Census Tract 162","14000US06075016200",59659.0
2014,"Census Tract 163","14000US06075016300",82019.0
2014,"Census Tract 164","14000US06075016400",84353.0
2014,"Census Tract 165","14000US06075016500",84500.0
2014,"Census Tract 166","14000US06075016600",94722.0
2014,"Census Tract 167","14000US06075016700",120741.0
2014,"Census Tract 168.01","14000US06075016801",80179.0
2014,"Census Tract 168.02","14000US06075016802",75333.0
2014,"Census Tract 169","14000US06075016900",99760.0
2014,"Census Tract 170","14000US06075017000",125188.0
2014,"Census Tract 171.01","14000US06075017101",123565.0
2014,"Census Tract 171.02","14000US06075017102",113672.0
2014,"Census Tract 176.01","14000US06075017601",22279.0
2014,"Census Tract 177","14000US06075017700",79358.0
2014,"Census Tract 178.01","14000US06075017801",16677.0
2014,"Census Tract 178.02","14000US06075017802",66475.0
2014,"Census Tract 179.02","14000US06075017902",38077.0
2014,"Census Tract 180","14000US06075018000",125156.0
2014,"Census Tract 201","14000US06075020100",38977.0
2014,"Census Tract 202","14000US06075020200",65326.0
2014,"Census Tract 203","14000US06075020300",102500.0
2014,"Census Tract 204.01","14000US06075020401",138021.0
2014,"Census Tract 204.02","14000US06075020402",90262.0
2014,"Census Tract 205","14000US06075020500",108086.0
2014,"Census Tract 206","14000US06075020600",134596.0
2014,"Census Tract 207","14000US06075020700",118798.0
2014,"Census Tract 208","14000US06075020800",62692.0
2014,"Census Tract 209","14000US06075020900",50588.0
2014,"Census Tract 210","14000US06075021000",100988.0
2014,"Census Tract 211","14000US06075021100",117232.0
2014,"Census Tract 212","14000US06075021200",129063.0
2014,"Census Tract 213","14000US06075021300",145000.0
2014,"Census Tract 214","14000US06075021400",127404.0
2014,"Census Tract 215","14000US06075021500",106970.0
2014,"Census Tract 216","14000US06075021600",118039.0
2014,"Census Tract 217","14000US06075021700",99226.0
2014,"Census Tract 218","14000US06075021800",124938.0
2014,"Census Tract 226","14000US06075022600",175313.0
2014,"Census Tract 227.02","14000US06075022702",156719.0
2014,"Census Tract 227.04","14000US06075022704",139926.0
2014,"Census Tract 228.01","14000US06075022801",90227.0
2014,"Census Tract 228.02","14000US06075022802",58550.0
2014,"Census Tract 228.03","14000US06075022803",84769.0
2014,"Census Tract 229.01","14000US06075022901",61264.0
2014,"Census Tract 229.02","14000US06075022902",93750.0
2014,"Census Tract 229.03","14000US06075022903",72778.0
2014,"Census Tract 230.01","14000US06075023001",54667.0
2014,"Census Tract 230.03","14000US06075023003",85043.0
2014,"Census Tract 231.02","14000US06075023102",35390.0
2014,"Census Tract 231.03","14000US06075023103",17895.0
